nombre,categoria,departamento,municipio,telefono,enlace,enlace_canonico,fuente,anio,atractivo,codigo,colegio,constitucionbien,descripcioncompleta,descripción,direccion,estadoconservacion,indicador,link,mes,pais_origen,prestador,registro_nacional_de_turismo,representatividad,responsable,ubicación,valor,vereda
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Paraguay,,,,,,2.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Países Bajos,,,,,,17.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Perú,,,,,,16.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Portugal,,,,,,2.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Puerto Rico,,,,,,5.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Reino Unido,,,,,,6.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,República Checa,,,,,,2.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,República Dominicana,,,,,,7.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Rusia,,,,,,2.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Suecia,,,,,,6.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Suiza,,,,,,11.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Trinidad y Tobago,,,,,,2.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Uruguay,,,,,,6.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes total por departamento,,7,,,,,,,768.0,
,,HUILA,Acevedo,,,,otra,2023,Parque Nacional Natural Cueva de los Guacharos,,,,,,,,Visitantes por atractivo,,7,,,,,,,41.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Alemania,,,,,,3.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Argentina,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Brasil,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Canadá,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Chile,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Cuba,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Ecuador,,,,,,129.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,El Salvador,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Eslovaquia,,,,,,3.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,España,,,,,,6.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Estados Unidos,,,,,,8.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Francia,,,,,,3.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Grecia,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Indonesia,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Italia,,,,,,3.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,México,,,,,,4.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Noruega,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Perú,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Rusia,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes total por departamento,,7,,,,,,,172.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Alemania,,,,,,14.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Argentina,,,,,,11.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Aruba,,,,,,3.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Australia,,,,,,4.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Austria,,,,,,6.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Bolivia,,,,,,4.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Brasil,,,,,,18.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Bélgica,,,,,,14.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Camerún,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Canadá,,,,,,39.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Chile,,,,,,27.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,China,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Costa Rica,,,,,,27.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Cuba,,,,,,4.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Curazao,,,,,,7.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Ecuador,,,,,,142.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Egipto,,,,,,3.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,El Salvador,,,,,,7.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,España,,,,,,70.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Estados Unidos,,,,,,335.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Francia,,,,,,11.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Guatemala,,,,,,8.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Guayana Francesa,,,,,,3.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Honduras,,,,,,4.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,India,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Islas Cook,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Israel,,,,,,9.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Italia,,,,,,18.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,México,,,,,,84.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Panamá,,,,,,22.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Paraguay,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Países Bajos,,,,,,31.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Perú,,,,,,40.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Portugal,,,,,,4.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Puerto Rico,,,,,,4.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Reino Unido,,,,,,10.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,República Dominicana,,,,,,23.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Rusia,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,San Martin,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Suecia,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Suiza,,,,,,23.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Turquía,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Túnez,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,7,Uruguay,,,,,,5.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes total por departamento,,7,,,,,,,1050.0,
,,TOLIMA,Ibagué,,,,otra,2023,Parque Nacional Natural Nevados,,,,,,,,Visitantes por atractivo,,7,,,,,,,0.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Alemania,,,,,,4.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Argentina,,,,,,7.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Aruba,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Australia,,,,,,3.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Austria,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Brasil,,,,,,7.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Canadá,,,,,,2.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Chile,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Corea del Sur,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Costa Rica,,,,,,2.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Cuba,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Ecuador,,,,,,30.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,España,,,,,,4.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Estados Unidos,,,,,,32.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Francia,,,,,,2.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Irlanda,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Italia,,,,,,3.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,México,,,,,,14.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Panamá,,,,,,4.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Países Bajos,,,,,,3.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Perú,,,,,,7.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,República Dominicana,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Suiza,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes total por departamento,,8,,,,,,,132.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Alemania,,,,,,16.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Argentina,,,,,,6.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Aruba,,,,,,3.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Australia,,,,,,2.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Brasil,,,,,,14.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Bélgica,,,,,,5.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Canadá,,,,,,14.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Chile,,,,,,10.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Costa Rica,,,,,,20.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Cuba,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Curazao,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Ecuador,,,,,,144.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,El Salvador,,,,,,4.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,España,,,,,,31.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Estados Unidos,,,,,,90.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Francia,,,,,,46.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Grecia,,,,,,2.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Guatemala,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Honduras,,,,,,2.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Hungría,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Israel,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Italia,,,,,,22.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Jamaica,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Luxemburgo,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,México,,,,,,49.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Nueva Zelanda,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Panamá,,,,,,8.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Países Bajos,,,,,,9.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Perú,,,,,,19.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Polonia,,,,,,2.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Puerto Rico,,,,,,2.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Reino Unido,,,,,,6.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,República Checa,,,,,,1.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,República Dominicana,,,,,,8.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Rusia,,,,,,2.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Suiza,,,,,,3.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Turquía,,,,,,3.0,
,,HUILA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes total por departamento,,8,,,,,,,551.0,
,,HUILA,Acevedo,,,,otra,2023,Parque Nacional Natural Cueva de los Guacharos,,,,,,,,Visitantes por atractivo,,8,,,,,,,24.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Argentina,,,,,,3.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Australia,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Brasil,,,,,,3.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Bélgica,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Canadá,,,,,,6.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Chile,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Ecuador,,,,,,115.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,España,,,,,,4.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Estados Unidos,,,,,,6.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Francia,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Italia,,,,,,4.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,México,,,,,,3.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Países Bajos,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Perú,,,,,,4.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Reino Unido,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Suiza,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Uruguay,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2023,,,,,,,,,Visitantes No Residentes total por departamento,,8,,,,,,,159.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Alemania,,,,,,23.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Argentina,,,,,,10.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Aruba,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Australia,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Austria,,,,,,3.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Bielorrusia,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Bolivia,,,,,,4.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Brasil,,,,,,17.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Bélgica,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Canadá,,,,,,12.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Chile,,,,,,11.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,China,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Costa Rica,,,,,,11.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Cuba,,,,,,4.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Dinamarca,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Ecuador,,,,,,123.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,El Salvador,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Emiratos Árabes Unidos,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,España,,,,,,59.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Estados Unidos,,,,,,199.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Filipinas,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Francia,,,,,,18.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Ghana,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Guatemala,,,,,,7.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Honduras,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Irlanda,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Italia,,,,,,16.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Japón,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Kenia,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Letonia,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,México,,,,,,53.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Nicaragua,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Panamá,,,,,,21.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Países Bajos,,,,,,10.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Perú,,,,,,15.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Polonia,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Portugal,,,,,,2.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Puerto Rico,,,,,,6.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Reino Unido,,,,,,4.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,República Checa,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,República Dominicana,,,,,,11.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Rusia,,,,,,1.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Suiza,,,,,,5.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,8,Uruguay,,,,,,3.0,
,,TOLIMA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes total por departamento,,8,,,,,,,670.0,
,,TOLIMA,Ibagué,,,,otra,2023,Parque Nacional Natural Nevados,,,,,,,,Visitantes por atractivo,,8,,,,,,,1306.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,Albania,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,Alemania,,,,,,2.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,Argentina,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,Australia,,,,,,3.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,Brasil,,,,,,12.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,Canadá,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,Costa Rica,,,,,,6.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,Cuba,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,Ecuador,,,,,,37.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,El Salvador,,,,,,2.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,España,,,,,,2.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,Estados Unidos,,,,,,133.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,Francia,,,,,,2.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,Guatemala,,,,,,10.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,Honduras,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,Italia,,,,,,3.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,Marruecos,,,,,,1.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,México,,,,,,9.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,Nicaragua,,,,,,2.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,Panamá,,,,,,7.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,Países Bajos,,,,,,5.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,Perú,,,,,,10.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,Reino Unido,,,,,,4.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,República Dominicana,,,,,,3.0,
,,CAQUETA,,,,,otra,2023,,,,,,,,,Visitantes No Residentes por origen,,9,Rumania,,,,,,1.0,
