Departamento,Municipio,Nombre,Link,Vereda,Direccion,Codigo,Responsable,Telefono,EstadoConservacion,ConstitucionBien,Representatividad,Ubicación,Descripción,DescripcionCompleta
Huila,Garzón,Templo de la Inmaculada Concepción de la Jagua,https://huila.travel/inventario/252,GARZON,Calle 5 No. 5 - Esquina,41298.1.1.1.3.1.1.5361,SYTIC,0,20%,,28%,"Garzón, Calle 5 No. 5 - Esquina.",(1176 reviews),Este templo refleja la búsqueda de nuevos recursos formales para la arquitectura religiosa del departamento. Erigida a finales del siglo XIX y principios del XX con muros de ladrillo cocido unido por argamasa y cubierta en teja de barro. A finales del siglo XIX el templo se reedificó bajo la dirección del arquitecto americano don Elías Barney se le añadió otro tanto a los muros y se techo de nuevo dándole más altura. El decorador pastuso don Justo Peña ejecutó el altar mayor. La torre y la fachada principal se erigieron a mediados del siglo XX por el maestro José del Carmen Rincón.Templo cuenta con una sola nave con torre adosada capilla lateral adosada presentando en los costados arcos de medio punto que le dan iluminación natural sobre el muro testero un retablo de mampostería y cielo raso plano. El exterior contrasta con la sencillez del interior con una fachada donde se destaca una torre de cuatro cuerpos con arcos de medio punto este conjunto es complementado por tres torres.La dedicación de la iglesia a Nuestra Señora de la Inmaculada Concepción como patrona titular data del 08 de diciembre de 1834 por el párroco Manuel María Orozco. 0
Huila,Garzón,Templo de Nuestra Señora del Rosario,https://huila.travel/inventario/251,GARZON,Carrera 11 No. 6 - 22,41298.1.1.1.3.2.1.5360,SYTIC,0,21%,,28%,"Garzón, Carrera 11 No. 6 - 22.",(1176 reviews),El templo del Rosario se caracteriza volumétricamente por la existencia de tres naves una principal y dos laterales separadas por arcos de medio punto disposición que se evidencia en la mayor altura de la cubierta en la zona central y de dos aguas a media altura en sus costados. Esta se refleja de igual manera en la fachada donde se marcan con calles cada una de las ellas siendo la central la de mayor altura y en donde se encuentra el acceso principal en arco de medio punto. Las laterales corresponden a cada una de las torres y se caracterizan mediante arcos más pequeños. Tanto la fachada principal como la nave central están edificadas con ladrillo mientras que los muros laterales son en tapia pisada. El templo del Rosario refleja en su fachada la aplicación de recursos compositivos de las tendencias neoclásicas vigentes durante el periodo republicano. 0
Huila,La Plata,TEMPLO DE SAN ANDRES,https://huila.travel/inventario/315,Centro Poblado de San Andrés,Costado occidental plaza principal,1.1.3.1 Templo,SITYC HUILA,0,,,,"La Plata, Costado occidental plaza principal.",(1176 reviews),"Construcción en piedra labrada de cantera, de una sola nave con torre lateral adosada de tres cuerpos rematada en una cubierta piramidal, adosada a la estructura principal existe una construcción de bahareque usada como sacristía y santuario de Santa Lucia, la entrada principal esta construida en pilastras rematadas por un arco de medio punto, algunos espacios internos combinan materiales diferentes a la piedra, como ladrillo, que muestran un mosaico de colores y texturas de especial belleza, los pisos son en ladrillo cuadrado y las cubiertas en teja de barro sobre una estructura de madera, el Templo fue declarado como patrimonio arquitectónico departamental por Ordenanza 025 de 1993 Desde el parque Principal del Municipio de La Plata, 6,7 Km por la vía que conduce a El Pital por una vía pavimentada en regular estado y de allí 5,5 km por una vía en afirmado en buen estado hasta el parque el centro poblado de San Andrés"
Huila,Timaná,Templo de San Calixto,https://huila.travel/inventario/391,Casco Urbano,Cra 3 # 7-75 Casa San Calixto,1.1.3.1 Templo,SITYC HUILA,318,,,,"Timaná, Cra 3 # 7-75 Casa San Calixto.",(1176 reviews),"Templo de tres cuerpos, uno principal central y dos laterales adosados usados como capillas y en cuya intersección se encuentra una cúpula octogonal. El cuerpo principal presenta tres naves, una central de mayor altura, separadas por columnas unidas entre si por arcos de medio punto. La fachada presenta tres frontales, con sus puertas de acceso rectangulares rematadas en arcos, con una claraboya circular en la parte de arriba, dos de los frontales a los extremos tienen cúpulas octogonales una de las cuales esta sobre la torre de tres cuerpos que alberga el campanario. Al interior de la iglesia se encuentran obras del arte plástico, pinturas y esculturas de yeso que representan vivencias bíblicas y santos. Ubicada en La Plaza Pricipal del Municipio de Timaná"
Huila,Garzón,Templo de San José De Nazareth,https://huila.travel/inventario/253,GARZON,Carrera 1 No. 7 - Esquina,41298.1.1.1.3.1.5.5362,SYTIC,0,21%,,28%,"Garzón, Carrera 1 No. 7 - Esquina.",(1176 reviews),Fundada el 21 de abril de 1905 por monseñor Esteban Rojas Tovar padre de la Diócesis que surgió de la Diócesis del Tolima. Templo construido en un solo cuerpo y tres naves en ladrillo y calicanto la nave principal y naves laterales separadas por arcos de medio punto. La nave central está sostenida por 28 columnas estilo toscano en toda su extensión se observan ventanales moriscos. En el centro del ático se encuentra la efigie del Santo Patrono San José de Nazareth. Las torres y la fachada tiene detalles decorativos en su mayoría de estilo neoclásico. Complementa la casa cural construida en ladrillo a la vista y con rasgos de estilo artdeco. La estructura del techo fue cambiada de madera a metálica para garantizar su duración y sobre la fachada se evidencia una teja de zinc tapando un tanque azul de plástico. 0
Huila,Paicol,TEMPLO PARROQUIAL DE SANTA ROSA DE LIMA,https://huila.travel/inventario/105,CASCO URBANO,PARQUE PRINCIPAL DE PAICOL,1.1.3.1,SITYC Huila,0,21%,,28%,"Paicol, PARQUE PRINCIPAL DE PAICOL.",(1176 reviews),"La construcción del Templo Parroquial Monumental Santa Rosa de Lima se inicio el 3 de febrero de 1870 y bendecida y puesta en funcionamiento el 2 de octubre de 1.888. El estilo no está definido, su eclecticismo se hace notorio al observar sus fachadas laterales, donde los llenos predominan sobre los vacíos. Una característica importante es la presencia de arcos rebajados y la puerta del perdón. La fachada principal está constituida por la puerta principal, delimitada por sus dos torres, la del campanario y la del reloj, que terminan en cúpulas ochavadas, coronadas por cruces metálicas de varias caras. Se encuentra ubicada en el parque central del casco urbano del municipio. Paicol está ubicado a 108 Km de la ciudad de Neiva, por una vía en muy buen estado que conduce a La Plata y Popayán."
Huila,Aipe,Templo parroquial Nuestra Señora de los Dolores,https://huila.travel/inventario/199,Aipe,Carrera 5 No. 4-29,41016.1.1.1.3.1.1.9694,SYTIC,0,18%,,21%,"Aipe, Carrera 5 No. 4-29.",(1176 reviews),Edificación de estilo colonial republicano barroco del siglo XIX fundada en el año 1880 su construcción tardó 8 años y fue hecha en bloques de calicanto se observa una torre campanario en el lateral izquierdo que termina en un cúpula piramidal. El interior de una nave está ornamentado con imágenes de santos que han sido ubicados en nichos. El templo se encuentra bajo la advocación de Nuestra Señora de los dolores patrona del Municipio de Aipe. 0
Huila,La Plata,TEMPLO SAN SEBASTIAN DE LA PLATA,https://huila.travel/inventario/94,CASCO URBANO,CARRERA 5 No. 3-71,1.1.3.1,SITYC Huila,8370100,21%,,,"La Plata, CARRERA 5 No. 3-71.",(1176 reviews),"Imponente construcción de la arquitectura religiosa donde se conjugan los estilos románticos y republicanos, la nave central cuenta con ocho arcos de columnas artísticamente decoradas y terminan en una combinación de nichos que forman el altar central, en su fachada se levanta una estatua de San Sebastián. El Templo está en el parque principal de La Plata, población ubicada a 116 Km de Neiva por la vía Puracé Popayán"
Huila,Rivera,Termal Los Ángeles,https://huila.travel/inventario/218,rivera,0,41615.2.11.2.1.1.1.5296,SYTIC,0,,,,"Rivera, 0.",(1176 reviews),Baños termal diseñado con elementos naturales con temperaturas que van desde los 42 grados centígrados a los 28 grados centígrados. Son aguas sulfatadas con un ph de 7.5 la temperatura en el afloramiento es de 56° centígrados.Estas termales están divididas en piscinas de piedra simulando una quebrada natural en su alrededor es posible encontrar jardines de heliconias. Desde el parque principal de Rivera tomar la vía que conduce a la vereda Aguas Calientes por 3.5 kilómetros allí tomar un cruce a la derecha por 1900 metros hasta llegar al destino.
Huila,Saladoblanco,TERMALES DE MORELIA,https://huila.travel/inventario/396,VEREDA MORELIA,VEREDA MORELIA SALADOBLANCO,2.5.3 FUENTE O MANANTIAL,SITYC HUILA,320,,,,"Saladoblanco, VEREDA MORELIA SALADOBLANCO.",(1176 reviews),"Fuente de aguas termales con altos contenidos minerales, en un entorno de naturaleza y montañas, pues tiene un bosque muy bien conservado alrededor, donde se pueden apreciar algunas especies de aves. El sitio cuenta con unas piscinas en piedra a donde llega u pequeño chorro de agua termal, y han construidos unas piscinas estilo centro recreacional para atender l publico local. La temperatura del agua es apenas tibia en la piscinas de piedra. Las Termales están ubicadas en el centro Poblado de Morelia a 29 Km del casco urbano de Saladoblanco por una vía en afirmado en regular estado."
Huila,Rivera,Termales San Francisco,https://huila.travel/inventario/219,rivera,0,41615.2.11.2.1.1.1.5298,SYTIC,0,,,,"Rivera, 0.",(1176 reviews),Fuente y piscina de aguas termales rodeada de naturaleza y explotaciones agropecuarias las piscinas son empedradas y existen diferentes ambientes y temperaturas las aguas tiene altos contenidos minerales están ubicadas en un predio de cerca de 20 hectáreas. La fuente de agua termal proviene de aguas subterráneas impulsadas por el movimiento de las placas tectónicas de una falla en la.cordillera oriental son aguas magmáticas mineralizadas.La temperatura del agua oscila entre 38 y 45 grados centígrados. Desde el Parque Principal de Rivera tomar la vía que conduce a la vereda Aguas Calientes por 3.5 kilómetros allí tomar un cruce a la derecha por 1800 metros hasta el destino.
Huila,Rivera,Termales Tierra de Promisión,https://huila.travel/inventario/220,rivera,0,41615.2.11.2.1.1.1.5299,SYTIC,0,,,,"Rivera, 0.",(1176 reviews),Fuente de aguas termales que proviene de aguas subterráneas impulsadas por el movimiento de las placas tectónicas de una falla en la.cordillera oriental son aguas magmáticas mineralizadas. La tempera del arroyo es 48 grados y de la piscina 42 grados. Contiene minerales como arsénico boro bromo cobre y nitrógeno cloruros bicarbonatos sales y agua sulfatadas. . Desde el parque central de Rivera tomar la vía a Aguas Calientes en la vereda el Salado por 6 kilómetros allí se encuentra ubicado el bien.
Huila,Neiva,Traje para el Baile del Sanjuanero Huilense,https://huila.travel/inventario/268,0,0,41001.1.3.10.1.1.1.6171,SYTIC,0,,,,"Neiva, 0.",(1176 reviews),Traje fiestero usado en el Huila en la temporada de San Pedro y San Juan ligado a los eventos folclóricos del Festival Nacional del Bambuco y Muestra Internacional del Folclor. El primer diseño fue adoptado por la junta de fiestas en el año 1960 inicialmente se confeccionó en telas de bajo costo y hechura sencial esta versión fue evolucionando a las faldas pintadas al óleo y la blusas con escote de encajes y lentejuelas en la actualidad el traje de la mujer consiste en una falda adornada con ramos coloridos de flores de seda troquelada bordes de encaje y lentejuelas y un amplio pollerin que le da elegancia y volumen. La técnica para la elaboración se ha transmitido de generación en generación en familias dedicadas a conservar y perpetuar su legado. El traje del hombre es más sencillo consiste en una camisa de manga larga de color blanco pañoleta roja conocida como rabo e gallo pantalón de color oscuro (café o negro) alpargatas elaboradas en fique sombrero tejido en pindo o palma de iraca y cinturón de cuero con bolsillos pequeños utilizados para guardar elementos de arriería. 0
Huila,Paicol,TRAMO DEL RIO PAEZ DEL PUENTE DE LOS ANGELES AL DE LAS ORQUIDEAS,https://huila.travel/inventario/93,,,2.5.5,SITYC Huila,0,,,,"Paicol, NA.",(1176 reviews),"Tramo del Rio Páez entre el Puente de los Ángeles y el de Las Orquídeas, donde se realizan actividades de rafting. Este tramo sobre el Rio presenta unas características paisajísticas interesantes, pues combina los escenarios geológicos de las riveras y peñas que circundan el cauce, actividades productivas de la zona y la diversidad biológica y ecosistémica a lado y lado del Rio Páez. Es un escenario ideal para la observación de la avifauna típica de los ecosistemas acuáticos loticos. 1 km por la vía que del Casco urbano de Paicol conduce a Neiva. Paicol está ubicado a 108 Km de la ciudad de Neiva, por una vía en muy buen estado que conduce a La Plata y Popayán."
Huila,La Argentina,TRUCHA AHUMADA,https://huila.travel/inventario/96,,,1.6.2,SITYC Huila,0,,,,"La Argentina, NA.",(1176 reviews),"Plato incorporado a la cocina típica tradicional de poblaciones indígenas y campesinas de las zonas frías del departamento del Huila, tomando como insumo principal la trucha, especie introducida en Colombia pero adaptada con facilidad en algunos territorios. Tras la pesca la trucha se abre completamente, se sala y se pone a secar sobre el fogón de leña o sobre el hogar de la maloca comunitaria de las comunidades Naza. Se puede comer frita, asada o simplemente ahumada y se sirve con arroz blanco, papa salada, yuca y patacón El municipio de La Argentina esta ubicado a 153 Km de la ciudad de Neiva. 116 km por una vía pavimentada en muy buen estado, hasta el municipio de La Plata y de allí por una vía sin pavimentar 23 Km por la vía La Plata, Belén , Popayán y 14 Km tomando un desvió en el centro poblado de Gallego."
Huila,Palestina,Truchas del Macizo Cabaña Los Churumbelos,https://huila.travel/inventario/310,Villas del Macizo,Vereda Villas del Macizo,1.2.1,SITYC HUILA,3112100000,18%,,12%,"Palestina, Vereda Villas del Macizo.",(1176 reviews),"Explotación pecuaria de trucha arcoíris, en un entorno de exuberante naturaleza, en Limites del Parque Natural Regional Corredor Biológico Guacharos - Puracé. El establecimiento cuenta con los estanques para la cría y producción de trucha, una cabaña en madera y una zona para restaurante, está rodeado totalmente por bosque y por uno de los costados pasa una quebrada de aguas cristalinas. Por la cercanía con el bosque y la exuberancia de la flora, llegan a anidar y a comederos naturales algunas aves como Oropéndolas, Gallito de Roca, Tucanes y el Cacique Candela entre otros. El establecimiento cuenta con instalaciones para el beneficio de la trucha y un horno de ahumado. Ubicada a 14 Km del Casco Urbano del Municipio de Palestina, por la Vereda Villas del Macizo y La Reserva la Riviera, Vía en afirmado"
